Level,DivNum,DivisionName,Subject,Subgroup,20132014PassRate,20142015PassRate,20152016PassRate
Div,128,Virginia Beach City ,History and Social Sciences,Students with Disabilities,58,61,61
Div,128,Virginia Beach City ,Mathematics,Students with Disabilities,46,52,53
Div,128,Virginia Beach City ,Science,Students with Disabilities,52,53,57
Div,128,Virginia Beach City ,English: Reading,White,86,89,90
Div,128,Virginia Beach City ,English: Writing,White,82,85,86
Div,128,Virginia Beach City ,History and Social Sciences,White,91,92,92
Div,128,Virginia Beach City ,Mathematics,White,83,89,89
Div,128,Virginia Beach City ,Science,White,89,92,93
Div,218,Virginia School for the Deaf and Blind-Staunton,English: Reading,All Students,32,42,29
Div,218,Virginia School for the Deaf and Blind-Staunton,English: Writing,All Students,28,38,32
Div,218,Virginia School for the Deaf and Blind-Staunton,History and Social Sciences,All Students,39,44,43
Div,218,Virginia School for the Deaf and Blind-Staunton,Mathematics,All Students,48,29,30
Div,218,Virginia School for the Deaf and Blind-Staunton,Science,All Students,32,35,42
Div,218,Virginia School for the Deaf and Blind-Staunton,English: Reading,Asian,<,<,<
Div,218,Virginia School for the Deaf and Blind-Staunton,English: Writing,Asian,<,<,<
Div,218,Virginia School for the Deaf and Blind-Staunton,History and Social Sciences,Asian,<,<,<
Div,218,Virginia School for the Deaf and Blind-Staunton,Mathematics,Asian,<,<,<
Div,218,Virginia School for the Deaf and Blind-Staunton,Science,Asian,,<,<
Div,218,Virginia School for the Deaf and Blind-Staunton,English: Reading,Economically Disadvantaged,30,42,29
Div,218,Virginia School for the Deaf and Blind-Staunton,English: Writing,Economically Disadvantaged,29,38,29
Div,218,Virginia School for the Deaf and Blind-Staunton,History and Social Sciences,Economically Disadvantaged,38,44,42
Div,218,Virginia School for the Deaf and Blind-Staunton,Mathematics,Economically Disadvantaged,46,29,30
Div,218,Virginia School for the Deaf and Blind-Staunton,Science,Economically Disadvantaged,30,35,41
Div,218,Virginia School for the Deaf and Blind-Staunton,English: Reading,Female,40,35,29
Div,218,Virginia School for the Deaf and Blind-Staunton,English: Writing,Female,33,<,40
Div,218,Virginia School for the Deaf and Blind-Staunton,History and Social Sciences,Female,52,50,42
Div,218,Virginia School for the Deaf and Blind-Staunton,Mathematics,Female,57,36,30
Div,218,Virginia School for the Deaf and Blind-Staunton,Science,Female,44,45,45
Div,218,Virginia School for the Deaf and Blind-Staunton,English: Reading,Black,36,17,19
Div,218,Virginia School for the Deaf and Blind-Staunton,English: Writing,Black,36,<,30
Div,218,Virginia School for the Deaf and Blind-Staunton,History and Social Sciences,Black,39,36,<
Div,218,Virginia School for the Deaf and Blind-Staunton,Mathematics,Black,47,11,17
Div,218,Virginia School for the Deaf and Blind-Staunton,Science,Black,38,<,<
Div,218,Virginia School for the Deaf and Blind-Staunton,English: Reading,Hispanic,<,<,<
Div,218,Virginia School for the Deaf and Blind-Staunton,English: Writing,Hispanic,<,<,<
Div,218,Virginia School for the Deaf and Blind-Staunton,History and Social Sciences,Hispanic,<,<,<
Div,218,Virginia School for the Deaf and Blind-Staunton,Mathematics,Hispanic,<,<,<
Div,218,Virginia School for the Deaf and Blind-Staunton,Science,Hispanic,<,<,<
Div,218,Virginia School for the Deaf and Blind-Staunton,English: Reading,Male,24,48,29
Div,218,Virginia School for the Deaf and Blind-Staunton,English: Writing,Male,23,<,25
Div,218,Virginia School for the Deaf and Blind-Staunton,History and Social Sciences,Male,26,40,<
Div,218,Virginia School for the Deaf and Blind-Staunton,Mathematics,Male,37,24,30
Div,218,Virginia School for the Deaf and Blind-Staunton,Science,Male,22,30,<
Div,218,Virginia School for the Deaf and Blind-Staunton,English: Reading,Students with Disabilities,32,42,29
Div,218,Virginia School for the Deaf and Blind-Staunton,English: Writing,Students with Disabilities,28,38,32
Div,218,Virginia School for the Deaf and Blind-Staunton,History and Social Sciences,Students with Disabilities,39,44,43
Div,218,Virginia School for the Deaf and Blind-Staunton,Mathematics,Students with Disabilities,48,29,30
Div,218,Virginia School for the Deaf and Blind-Staunton,Science,Students with Disabilities,32,35,42
Div,218,Virginia School for the Deaf and Blind-Staunton,English: Reading,White,30,54,35
Div,218,Virginia School for the Deaf and Blind-Staunton,English: Writing,White,<,<,<
Div,218,Virginia School for the Deaf and Blind-Staunton,History and Social Sciences,White,42,63,36
Div,218,Virginia School for the Deaf and Blind-Staunton,Mathematics,White,47,38,36
Div,218,Virginia School for the Deaf and Blind-Staunton,Science,White,25,53,<
Div,93,Warren County ,English: Reading,All Students,74,78,78
Div,93,Warren County ,English: Writing,All Students,69,69,75
Div,93,Warren County ,History and Social Sciences,All Students,84,87,86
Div,93,Warren County ,Mathematics,All Students,72,76,78
Div,93,Warren County ,Science,All Students,81,81,84
Div,93,Warren County ,English: Reading,Asian,80,82,90
Div,93,Warren County ,English: Writing,Asian,57,85,92
Div,93,Warren County ,History and Social Sciences,Asian,95,90,97
Div,93,Warren County ,Mathematics,Asian,85,92,95
Div,93,Warren County ,Science,Asian,88,91,92
Div,93,Warren County ,English: Reading,Economically Disadvantaged,66,69,69
Div,93,Warren County ,English: Writing,Economically Disadvantaged,58,54,66
Div,93,Warren County ,History and Social Sciences,Economically Disadvantaged,76,79,79
Div,93,Warren County ,Mathematics,Economically Disadvantaged,63,67,68
Div,93,Warren County ,Science,Economically Disadvantaged,70,72,76
Div,93,Warren County ,English: Reading,Female,76,81,81
Div,93,Warren County ,English: Writing,Female,74,78,82
Div,93,Warren County ,History and Social Sciences,Female,83,88,85
Div,93,Warren County ,Mathematics,Female,76,79,80
Div,93,Warren County ,Science,Female,81,81,85
Div,93,Warren County ,English: Reading,Black,65,64,67
Div,93,Warren County ,English: Writing,Black,62,59,57
Div,93,Warren County ,History and Social Sciences,Black,75,77,78
Div,93,Warren County ,Mathematics,Black,65,62,75
Div,93,Warren County ,Science,Black,68,66,77
Div,93,Warren County ,English: Reading,Hispanic,65,70,73
Div,93,Warren County ,English: Writing,Hispanic,66,59,79
Div,93,Warren County ,History and Social Sciences,Hispanic,80,85,90
Div,93,Warren County ,Mathematics,Hispanic,68,78,75
Div,93,Warren County ,Science,Hispanic,76,76,80
Div,93,Warren County ,English: Reading,Limited English Proficient,49,64,63
Div,93,Warren County ,English: Writing,Limited English Proficient,37,50,55
Div,93,Warren County ,History and Social Sciences,Limited English Proficient,67,83,78
Div,93,Warren County ,Mathematics,Limited English Proficient,60,78,71
Div,93,Warren County ,Science,Limited English Proficient,60,66,68
Div,93,Warren County ,English: Reading,Male,72,74,75
Div,93,Warren County ,English: Writing,Male,63,60,67
Div,93,Warren County ,History and Social Sciences,Male,85,87,87
Div,93,Warren County ,Mathematics,Male,69,72,75
Div,93,Warren County ,Science,Male,81,81,83
Div,93,Warren County ,English: Reading,Students with Disabilities,42,40,42
Div,93,Warren County ,English: Writing,Students with Disabilities,31,27,35
Div,93,Warren County ,History and Social Sciences,Students with Disabilities,58,60,58
Div,93,Warren County ,Mathematics,Students with Disabilities,40,39,40
Div,93,Warren County ,Science,Students with Disabilities,49,47,54
Div,93,Warren County ,English: Reading,White,76,80,79
Div,93,Warren County ,English: Writing,White,70,71,76
Div,93,Warren County ,History and Social Sciences,White,85,88,87
Div,93,Warren County ,Mathematics,White,73,76,78
Div,93,Warren County ,Science,White,82,82,85
Div,94,Washington County ,English: Reading,All Students,78,84,87
Div,94,Washington County ,English: Writing,All Students,75,73,72
Div,94,Washington County ,History and Social Sciences,All Students,87,88,89
Div,94,Washington County ,Mathematics,All Students,77,85,86
Div,94,Washington County ,Science,All Students,86,88,89
Div,94,Washington County ,English: Reading,Asian,90,96,96
Div,94,Washington County ,English: Writing,Asian,100,<,<
Div,94,Washington County ,History and Social Sciences,Asian,94,100,100
Div,94,Washington County ,Mathematics,Asian,85,94,97
Div,94,Washington County ,Science,Asian,100,94,95
Div,94,Washington County ,English: Reading,Economically Disadvantaged,68,77,81
Div,94,Washington County ,English: Writing,Economically Disadvantaged,64,56,56
Div,94,Washington County ,History and Social Sciences,Economically Disadvantaged,80,81,84
Div,94,Washington County ,Mathematics,Economically Disadvantaged,68,77,80
Div,94,Washington County ,Science,Economically Disadvantaged,79,81,84
Div,94,Washington County ,English: Reading,Female,82,86,89
Div,94,Washington County ,English: Writing,Female,84,79,81
Div,94,Washington County ,History and Social Sciences,Female,86,88,89
Div,94,Washington County ,Mathematics,Female,80,87,88
Div,94,Washington County ,Science,Female,85,89,90
Div,94,Washington County ,English: Reading,Black,59,82,82
Div,94,Washington County ,English: Writing,Black,41,64,62
Div,94,Washington County ,History and Social Sciences,Black,86,82,89
Div,94,Washington County ,Mathematics,Black,58,86,80
Div,94,Washington County ,Science,Black,79,78,87
Div,94,Washington County ,English: Reading,Hispanic,70,77,76
Div,94,Washington County ,English: Writing,Hispanic,67,56,58
Div,94,Washington County ,History and Social Sciences,Hispanic,85,78,84
Div,94,Washington County ,Mathematics,Hispanic,71,79,81
Div,94,Washington County ,Science,Hispanic,80,79,85
Div,94,Washington County ,English: Reading,Limited English Proficient,74,83,68
Div,94,Washington County ,English: Writing,Limited English Proficient,<,<,<
Div,94,Washington County ,History and Social Sciences,Limited English Proficient,88,76,67
Div,94,Washington County ,Mathematics,Limited English Proficient,74,84,66
Div,94,Washington County ,Science,Limited English Proficient,88,83,92
Div,94,Washington County ,English: Reading,Male,75,82,85
Div,94,Washington County ,English: Writing,Male,67,66,62
Div,94,Washington County ,History and Social Sciences,Male,88,88,90
Div,94,Washington County ,Mathematics,Male,74,83,83
Div,94,Washington County ,Science,Male,87,87,89
Div,94,Washington County ,English: Reading,Students with Disabilities,46,51,58
Div,94,Washington County ,English: Writing,Students with Disabilities,30,25,19
Div,94,Washington County ,History and Social Sciences,Students with Disabilities,60,56,64
Div,94,Washington County ,Mathematics,Students with Disabilities,41,50,56
Div,94,Washington County ,Science,Students with Disabilities,59,54,63
Div,94,Washington County ,English: Reading,White,79,84,87
Div,94,Washington County ,English: Writing,White,76,73,72
Div,94,Washington County ,History and Social Sciences,White,87,88,89
Div,94,Washington County ,Mathematics,White,77,85,86
Div,94,Washington County ,Science,White,86,88,90
Div,130,Waynesboro City ,English: Reading,All Students,68,71,69
Div,130,Waynesboro City ,English: Writing,All Students,67,68,65
Div,130,Waynesboro City ,History and Social Sciences,All Students,78,76,76
Div,130,Waynesboro City ,Mathematics,All Students,66,69,72
Div,130,Waynesboro City ,Science,All Students,74,71,72
Div,130,Waynesboro City ,English: Reading,Asian,83,94,69
Div,130,Waynesboro City ,English: Writing,Asian,<,<,<
Div,130,Waynesboro City ,History and Social Sciences,Asian,100,100,<
Div,130,Waynesboro City ,Mathematics,Asian,100,90,83
Div,130,Waynesboro City ,Science,Asian,86,91,<
Div,130,Waynesboro City ,English: Reading,Economically Disadvantaged,57,63,58
Div,130,Waynesboro City ,English: Writing,Economically Disadvantaged,54,57,53
Div,130,Waynesboro City ,History and Social Sciences,Economically Disadvantaged,68,68,67
Div,130,Waynesboro City ,Mathematics,Economically Disadvantaged,58,61,63
Div,130,Waynesboro City ,Science,Economically Disadvantaged,63,60,63
Div,130,Waynesboro City ,English: Reading,Female,73,74,72
Div,130,Waynesboro City ,English: Writing,Female,77,75,73
Div,130,Waynesboro City ,History and Social Sciences,Female,77,74,74
Div,130,Waynesboro City ,Mathematics,Female,66,68,73
Div,130,Waynesboro City ,Science,Female,75,68,72
Div,130,Waynesboro City ,English: Reading,Black,54,57,57
Div,130,Waynesboro City ,English: Writing,Black,50,52,56
Div,130,Waynesboro City ,History and Social Sciences,Black,64,61,70
Div,130,Waynesboro City ,Mathematics,Black,52,56,59
Div,130,Waynesboro City ,Science,Black,55,56,60
Div,130,Waynesboro City ,English: Reading,Hispanic,55,59,60
Div,130,Waynesboro City ,English: Writing,Hispanic,58,58,50
Div,130,Waynesboro City ,History and Social Sciences,Hispanic,68,67,62
Div,130,Waynesboro City ,Mathematics,Hispanic,57,63,68
Div,130,Waynesboro City ,Science,Hispanic,57,57,59
Div,130,Waynesboro City ,English: Reading,Limited English Proficient,41,43,28
Div,130,Waynesboro City ,English: Writing,Limited English Proficient,45,50,20
Div,130,Waynesboro City ,History and Social Sciences,Limited English Proficient,55,58,46
Div,130,Waynesboro City ,Mathematics,Limited English Proficient,50,50,56
Div,130,Waynesboro City ,Science,Limited English Proficient,38,36,38
Div,130,Waynesboro City ,English: Reading,Male,64,69,66
Div,130,Waynesboro City ,English: Writing,Male,56,62,57
Div,130,Waynesboro City ,History and Social Sciences,Male,79,77,78
Div,130,Waynesboro City ,Mathematics,Male,66,69,71
Div,130,Waynesboro City ,Science,Male,73,74,72
Div,130,Waynesboro City ,English: Reading,Students with Disabilities,26,21,21
Div,130,Waynesboro City ,English: Writing,Students with Disabilities,24,15,27
Div,130,Waynesboro City ,History and Social Sciences,Students with Disabilities,37,26,31
Div,130,Waynesboro City ,Mathematics,Students with Disabilities,31,28,25
Div,130,Waynesboro City ,Science,Students with Disabilities,31,27,28
Div,130,Waynesboro City ,English: Reading,White,74,77,75
Div,130,Waynesboro City ,English: Writing,White,72,75,72
Div,130,Waynesboro City ,History and Social Sciences,White,82,82,82
Div,130,Waynesboro City ,Mathematics,White,70,74,76
Div,130,Waynesboro City ,Science,White,81,78,78
Div,207,West Point ,English: Reading,All Students,88,94,94
Div,207,West Point ,English: Writing,All Students,87,88,91
Div,207,West Point ,History and Social Sciences,All Students,94,97,95
Div,207,West Point ,Mathematics,All Students,92,95,93
Div,207,West Point ,Science,All Students,94,98,96
Div,207,West Point ,English: Reading,Asian,69,82,93
Div,207,West Point ,English: Writing,Asian,<,<,<
Div,207,West Point ,History and Social Sciences,Asian,85,<,91
Div,207,West Point ,Mathematics,Asian,85,100,93
Div,207,West Point ,Science,Asian,<,<,<
Div,207,West Point ,English: Reading,Economically Disadvantaged,84,91,88
Div,207,West Point ,English: Writing,Economically Disadvantaged,76,90,81
Div,207,West Point ,History and Social Sciences,Economically Disadvantaged,91,96,88
Div,207,West Point ,Mathematics,Economically Disadvantaged,89,91,88
Div,207,West Point ,Science,Economically Disadvantaged,90,94,89
Div,207,West Point ,English: Reading,Female,90,97,95
Div,207,West Point ,English: Writing,Female,97,98,93
Div,207,West Point ,History and Social Sciences,Female,96,97,96
Div,207,West Point ,Mathematics,Female,96,97,96
Div,207,West Point ,Science,Female,95,99,96
Div,207,West Point ,English: Reading,Black,94,89,81
